index,participant,director,resp,meaning,thisN,round,pair,Begin Time - msec,End Time - msec,Duration - msec,Participant1,Participant2,StrategyP1,StrategyP2,MarkerP1,MarkerP2,SAlignmentP1,SAlignmentP2,FormP1,FormP2,EnactingP1,EnactingP2,MoldingP1,MoldingP2,DrawingP1,DrawingP2,RepresentingP1,RepresentingP2,Forms_AlignmnentP1,AMarkerP1,AMarkerP2,Forms_AlignmnentP2,strategies,alignment,strategies_no,moulding,enacting,drawing,representing,alignment_degree,condition
35,P119_P120_Z-sit,P120,right,laska,25,round1,P119P120,511367,512834,1467,,LASKA_1_,,LASKA_1_E_M_E_D,,,,LASKA_1_E_M_E_D_3/4,,LASKA_1_E_M_E_D,,,,,,LASKA_1_D,,,,,,,LASKA_1_E_M_E_D,LASKA_1_E_M_E_D_3/4,4,1,1,1,0,0.75,sit
36,P119_P120_Z-sit,P119,right,butelka,26,round1,P119P120,526832,536927,10095,BUTELKA_1_,,BUTELKA_1_D_E_E_M,,,,BUTELKA_1_D_E_E_M_3/4,,BUTELKA_1_D_E_E_M,,,,,,,,,,,,,,BUTELKA_1_D_E_E_M,BUTELKA_1_D_E_E_M_3/4,4,1,1,1,0,0.75,sit
36,P119_P120_Z-sit,P119,right,butelka,26,round1,P119P120,527225,529650,2425,BUTELKA_1_,,BUTELKA_1_D_E_E_M,,,,BUTELKA_1_D_E_E_M_3/4,,BUTELKA_1_D_E_E_M,,,,,,BUTELKA_1_D,,,,BUTELKA_1_D,,,,BUTELKA_1_D_E_E_M,BUTELKA_1_D_E_E_M_3/4,4,1,1,1,0,0.75,sit
36,P119_P120_Z-sit,P119,right,butelka,26,round1,P119P120,529700,530925,1225,BUTELKA_1_,,BUTELKA_1_D_E_E_M,,,,BUTELKA_1_D_E_E_M_3/4,,BUTELKA_1_D_E_E_M,,BUTELKA_1_E,,,,,,,,,,,,BUTELKA_1_D_E_E_M,BUTELKA_1_D_E_E_M_3/4,4,1,1,1,0,0.75,sit
36,P119_P120_Z-sit,P119,right,butelka,26,round1,P119P120,530925,532825,1900,BUTELKA_1_,,BUTELKA_1_D_E_E_M,,,,BUTELKA_1_D_E_E_M_3/4,,BUTELKA_1_D_E_E_M,,BUTELKA_1_E,,,,,,,,BUTELKA_1_E,,,,BUTELKA_1_D_E_E_M,BUTELKA_1_D_E_E_M_3/4,4,1,1,1,0,0.75,sit
36,P119_P120_Z-sit,P119,right,butelka,26,round1,P119P120,532850,533700,850,BUTELKA_1_,,BUTELKA_1_D_E_E_M,,BUTELKA_1_MIO,,BUTELKA_1_D_E_E_M_3/4,,BUTELKA_1_D_E_E_M,,,,,,,,,,,BUTELKA_1_MIO,,,BUTELKA_1_D_E_E_M,BUTELKA_1_D_E_E_M_3/4,4,1,1,1,0,0.75,sit
36,P119_P120_Z-sit,P119,right,butelka,26,round1,P119P120,533700,535050,1350,BUTELKA_1_,,BUTELKA_1_D_E_E_M,,,,BUTELKA_1_D_E_E_M_3/4,,BUTELKA_1_D_E_E_M,,,,BUTELKA_1_M,,,,,,,,,,BUTELKA_1_D_E_E_M,BUTELKA_1_D_E_E_M_3/4,4,1,1,1,0,0.75,sit
39,P119_P120_Z-sit,P120,right,drabina,29,round1,P119P120,584803,598279,13476,,DRABINA_1_,,DRABINA_1_E_D_D_E,,,,DRABINA_1_E_D_D_E_4/4,,DRABINA_1_E_D_D_E,,,,,,,,,,,,,DRABINA_1_E_D_D_E,DRABINA_1_E_D_D_E_4/4,4,0,1,1,0,1,sit
39,P119_P120_Z-sit,P120,right,drabina,29,round1,P119P120,584913,585588,675,,DRABINA_1_,,DRABINA_1_E_D_D_E,,DRABINA_1_MS,,DRABINA_1_E_D_D_E_4/4,,DRABINA_1_E_D_D_E,,,,,,,,,,,,,DRABINA_1_E_D_D_E,DRABINA_1_E_D_D_E_4/4,4,0,1,1,0,1,sit
39,P119_P120_Z-sit,P120,right,drabina,29,round1,P119P120,585600,587057,1457,,DRABINA_1_,,DRABINA_1_E_D_D_E,,,,DRABINA_1_E_D_D_E_4/4,,DRABINA_1_E_D_D_E,,DRABINA_1_E,,,,,,,,,,DRABINA_1_E,DRABINA_1_E_D_D_E,DRABINA_1_E_D_D_E_4/4,4,0,1,1,0,1,sit
39,P119_P120_Z-sit,P120,right,drabina,29,round1,P119P120,587072,587636,564,,DRABINA_1_,,DRABINA_1_E_D_D_E,,DRABINA_1_MS,,DRABINA_1_E_D_D_E_4/4,,DRABINA_1_E_D_D_E,,,,,,,,,,,,,DRABINA_1_E_D_D_E,DRABINA_1_E_D_D_E_4/4,4,0,1,1,0,1,sit
39,P119_P120_Z-sit,P120,right,drabina,29,round1,P119P120,587643,590343,2700,,DRABINA_1_,,DRABINA_1_E_D_D_E,,,,DRABINA_1_E_D_D_E_4/4,,DRABINA_1_E_D_D_E,,,,,,DRABINA_1_D,,,,,,,DRABINA_1_E_D_D_E,DRABINA_1_E_D_D_E_4/4,4,0,1,1,0,1,sit
39,P119_P120_Z-sit,P120,right,drabina,29,round1,P119P120,591100,594579,3479,,DRABINA_1_,,DRABINA_1_E_D_D_E,,,,DRABINA_1_E_D_D_E_4/4,,DRABINA_1_E_D_D_E,,,,,,DRABINA_1_D,,,,,,,DRABINA_1_E_D_D_E,DRABINA_1_E_D_D_E_4/4,4,0,1,1,0,1,sit
39,P119_P120_Z-sit,P120,right,drabina,29,round1,P119P120,594579,596950,2371,,DRABINA_1_,,DRABINA_1_E_D_D_E,,,,DRABINA_1_E_D_D_E_4/4,,DRABINA_1_E_D_D_E,,DRABINA_1_E,,,,,,,,,,DRABINA_1_E,DRABINA_1_E_D_D_E,DRABINA_1_E_D_D_E_4/4,4,0,1,1,0,1,sit
43,P119_P120_Z-sit,P120,right,luneta,1,round1,P119P120,672181,675323,3142,,LUNETA_1_,,LUNETA_1_E,,,,LUNETA_1_E_1/1,,LUNETA_1_E,,,,,,,,,,,,,LUNETA_1_E,LUNETA_1_E_1/1,1,0,1,0,0,1,sit
43,P119_P120_Z-sit,P120,right,luneta,1,round1,P119P120,672325,674475,2150,,LUNETA_1_,,LUNETA_1_E,,,,LUNETA_1_E_1/1,,LUNETA_1_E,,LUNETA_1_E,,,,,,,,,,,LUNETA_1_E,LUNETA_1_E_1/1,1,0,1,0,0,1,sit
46,P119_P120_Z-sit,P119,right,drabina,4,round1,P119P120,706081,711843,5762,DRABINA_1_,,DRABINA_1_E_D,,,,DRABINA_1_E_D_2/2,,DRABINA_1_E_D,,,,,,,,,,,,,,DRABINA_1_E_D,DRABINA_1_E_D_2/2,2,0,1,1,0,1,sit
46,P119_P120_Z-sit,P119,right,drabina,4,round1,P119P120,706267,708400,2133,DRABINA_1_,,DRABINA_1_E_D,,,,DRABINA_1_E_D_2/2,,DRABINA_1_E_D,,DRABINA_1_E,,,,,,,,DRABINA_1_E,,,,DRABINA_1_E_D,DRABINA_1_E_D_2/2,2,0,1,1,0,1,sit
46,P119_P120_Z-sit,P119,right,drabina,4,round1,P119P120,708417,710617,2200,DRABINA_1_,,DRABINA_1_E_D,,,,DRABINA_1_E_D_2/2,,DRABINA_1_E_D,,,,,,DRABINA_1_D,,,,,,,,DRABINA_1_E_D,DRABINA_1_E_D_2/2,2,0,1,1,0,1,sit
47,P119_P120_Z-sit,P120,right,butelka,5,round1,P119P120,716523,723952,7429,,BUTELKA_1_,,BUTELKA_1_E_D_E_E,,,,BUTELKA_1_E_D_E_E_4/4,,BUTELKA_1_E_D_E_E,,,,,,,,,,,,,BUTELKA_1_E_D_E_E,BUTELKA_1_E_D_E_E_4/4,4,0,1,1,0,1,sit
47,P119_P120_Z-sit,P120,right,butelka,5,round1,P119P120,717088,718850,1762,,BUTELKA_1_,,BUTELKA_1_E_D_E_E,,,,BUTELKA_1_E_D_E_E_4/4,,BUTELKA_1_E_D_E_E,,BUTELKA_1_E,,,,,,,,,,BUTELKA_1_E,BUTELKA_1_E_D_E_E,BUTELKA_1_E_D_E_E_4/4,4,0,1,1,0,1,sit
47,P119_P120_Z-sit,P120,right,butelka,5,round1,P119P120,718850,719588,738,,BUTELKA_1_,,BUTELKA_1_E_D_E_E,,BUTELKA_1_MIO,,BUTELKA_1_E_D_E_E_4/4,,BUTELKA_1_E_D_E_E,,,,,,,,,,,BUTELKA_1_MIO,,BUTELKA_1_E_D_E_E,BUTELKA_1_E_D_E_E_4/4,4,0,1,1,0,1,sit
47,P119_P120_Z-sit,P120,right,butelka,5,round1,P119P120,719588,720400,812,,BUTELKA_1_,,BUTELKA_1_E_D_E_E,,,,BUTELKA_1_E_D_E_E_4/4,,BUTELKA_1_E_D_E_E,,,,,,BUTELKA_1_D,,,,,,BUTELKA_1_D,BUTELKA_1_E_D_E_E,BUTELKA_1_E_D_E_E_4/4,4,0,1,1,0,1,sit
47,P119_P120_Z-sit,P120,right,butelka,5,round1,P119P120,720400,721150,750,,BUTELKA_1_,,BUTELKA_1_E_D_E_E,,,,BUTELKA_1_E_D_E_E_4/4,,BUTELKA_1_E_D_E_E,,BUTELKA_1_E,,,,,,,,,,,BUTELKA_1_E_D_E_E,BUTELKA_1_E_D_E_E_4/4,4,0,1,1,0,1,sit
47,P119_P120_Z-sit,P120,right,butelka,5,round1,P119P120,721188,722200,1012,,BUTELKA_1_,,BUTELKA_1_E_D_E_E,,,,BUTELKA_1_E_D_E_E_4/4,,BUTELKA_1_E_D_E_E,,BUTELKA_1_E,,,,,,,,,,BUTELKA_1_E,BUTELKA_1_E_D_E_E,BUTELKA_1_E_D_E_E_4/4,4,0,1,1,0,1,sit
48,P119_P120_Z-sit,P119,right,schody,6,round1,P119P120,730084,739132,9048,SCHODY_1_,,SCHODY_1_D,,,,SCHODY_1_D_0/1,,SCHODY_1_D,,,,,,,,,,,,,,SCHODY_1_D,SCHODY_1_D_0/1,1,0,0,1,0,0,sit
48,P119_P120_Z-sit,P119,right,schody,6,round1,P119P120,732183,737500,5317,SCHODY_1_,,SCHODY_1_D,,,,SCHODY_1_D_0/1,,SCHODY_1_D,,,,,,SCHODY_1_D,,,,,,,,SCHODY_1_D,SCHODY_1_D_0/1,1,0,0,1,0,0,sit
52,P119_P120_Z-sit,P119,right,drewno,10,round1,P119P120,800733,811494,10761,DREWNO_1_,,DREWNO_1_E_E_E_E,,,,DREWNO_1_E_E_E_E_4/4,,DREWNO_1_E_E_E_E,,,,,,,,,,,,,,DREWNO_1_E_E_E_E,DREWNO_1_E_E_E_E_4/4,4,0,1,0,0,1,sit
52,P119_P120_Z-sit,P119,right,drewno,10,round1,P119P120,801675,804100,2425,DREWNO_1_,,DREWNO_1_E_E_E_E,,,,DREWNO_1_E_E_E_E_4/4,,DREWNO_1_E_E_E_E,,DREWNO_1_E,,,,,,,,DREWNO_1_E,,,,DREWNO_1_E_E_E_E,DREWNO_1_E_E_E_E_4/4,4,0,1,0,0,1,sit
52,P119_P120_Z-sit,P119,right,drewno,10,round1,P119P120,804125,805050,925,DREWNO_1_,,DREWNO_1_E_E_E_E,,,,DREWNO_1_E_E_E_E_4/4,,DREWNO_1_E_E_E_E,,DREWNO_1_E,,,,,,,,DREWNO_1_E,,,,DREWNO_1_E_E_E_E,DREWNO_1_E_E_E_E_4/4,4,0,1,0,0,1,sit
52,P119_P120_Z-sit,P119,right,drewno,10,round1,P119P120,805075,806225,1150,DREWNO_1_,,DREWNO_1_E_E_E_E,,DREWNO_1_MIO,,DREWNO_1_E_E_E_E_4/4,,DREWNO_1_E_E_E_E,,,,,,,,,,,,,,DREWNO_1_E_E_E_E,DREWNO_1_E_E_E_E_4/4,4,0,1,0,0,1,sit
52,P119_P120_Z-sit,P119,right,drewno,10,round1,P119P120,806225,807225,1000,DREWNO_1_,,DREWNO_1_E_E_E_E,,,,DREWNO_1_E_E_E_E_4/4,,DREWNO_1_E_E_E_E,,DREWNO_1_E,,,,,,,,,,,,DREWNO_1_E_E_E_E,DREWNO_1_E_E_E_E_4/4,4,0,1,0,0,1,sit
52,P119_P120_Z-sit,P119,right,drewno,10,round1,P119P120,807225,809025,1800,DREWNO_1_,,DREWNO_1_E_E_E_E,,,,DREWNO_1_E_E_E_E_4/4,,DREWNO_1_E_E_E_E,,DREWNO_1_E,,,,,,,,,,,,DREWNO_1_E_E_E_E,DREWNO_1_E_E_E_E_4/4,4,0,1,0,0,1,sit
57,P119_P120_Z-sit,P120,right,patelnia,15,round1,P119P120,872705,879705,7000,,PATELNIA_1_,,PATELNIA_1_D_E_D,,,,PATELNIA_1_D_E_D_3/3,,PATELNIA_1_D_E_D,,,,,,,,,,,,,PATELNIA_1_D_E_D,PATELNIA_1_D_E_D_3/3,3,0,1,1,0,1,sit
57,P119_P120_Z-sit,P120,right,patelnia,15,round1,P119P120,873088,875138,2050,,PATELNIA_1_,,PATELNIA_1_D_E_D,,,,PATELNIA_1_D_E_D_3/3,,PATELNIA_1_D_E_D,,,,,,PATELNIA_1_D,,,,,,,PATELNIA_1_D_E_D,PATELNIA_1_D_E_D_3/3,3,0,1,1,0,1,sit
57,P119_P120_Z-sit,P120,right,patelnia,15,round1,P119P120,873088,875113,2025,,PATELNIA_1_,,PATELNIA_1_D_E_D,,,,PATELNIA_1_D_E_D_3/3,,PATELNIA_1_D_E_D,,,,,,PATELNIA_1_D,,,,,,PATELNIA_1_D,PATELNIA_1_D_E_D,PATELNIA_1_D_E_D_3/3,3,0,1,1,0,1,sit
57,P119_P120_Z-sit,P120,right,patelnia,15,round1,P119P120,875113,876888,1775,,PATELNIA_1_,,PATELNIA_1_D_E_D,,,,PATELNIA_1_D_E_D_3/3,,PATELNIA_1_D_E_D,,PATELNIA_1_E,,,,,,,,,,PATELNIA_1_E,PATELNIA_1_D_E_D,PATELNIA_1_D_E_D_3/3,3,0,1,1,0,1,sit
57,P119_P120_Z-sit,P120,right,patelnia,15,round1,P119P120,876888,878288,1400,,PATELNIA_1_,,PATELNIA_1_D_E_D,,,,PATELNIA_1_D_E_D_3/3,,PATELNIA_1_D_E_D,,,,,,PATELNIA_1_D,,,,,,PATELNIA_1_D,PATELNIA_1_D_E_D,PATELNIA_1_D_E_D_3/3,3,0,1,1,0,1,sit
60,P119_P120_Z-sit,P119,right,laska,18,round1,P119P120,908843,914938,6095,LASKA_1_,,LASKA_1_M_E,,,,LASKA_1_M_E_2/2,,LASKA_1_M_E,,,,,,,,,,,,,,LASKA_1_M_E,LASKA_1_M_E_2/2,2,1,1,0,0,1,sit
60,P119_P120_Z-sit,P119,right,laska,18,round1,P119P120,909350,910625,1275,LASKA_1_,,LASKA_1_M_E,,,,LASKA_1_M_E_2/2,,LASKA_1_M_E,,,,LASKA_1_M,,,,,,,,,,LASKA_1_M_E,LASKA_1_M_E_2/2,2,1,1,0,0,1,sit
60,P119_P120_Z-sit,P119,right,laska,18,round1,P119P120,909350,910600,1250,LASKA_1_,,LASKA_1_M_E,,,,LASKA_1_M_E_2/2,,LASKA_1_M_E,,,,LASKA_1_M,,,,,,LASKA_1_M,,,,LASKA_1_M_E,LASKA_1_M_E_2/2,2,1,1,0,0,1,sit
60,P119_P120_Z-sit,P119,right,laska,18,round1,P119P120,910600,913900,3300,LASKA_1_,,LASKA_1_M_E,,,,LASKA_1_M_E_2/2,,LASKA_1_M_E,,LASKA_1_E,,,,,,,,LASKA_1_E,,,,LASKA_1_M_E,LASKA_1_M_E_2/2,2,1,1,0,0,1,sit
61,P119_P120_Z-sit,P120,right,rower,19,round1,P119P120,919785,927166,7381,,ROWER_1_,,ROWER_1_E_E_E_E,,,,ROWER_1_E_E_E_E_4/4,,ROWER_1_E_E_E_E,,,,,,,,,,,,,ROWER_1_E_E_E_E,ROWER_1_E_E_E_E_4/4,4,0,1,0,0,1,sit
61,P119_P120_Z-sit,P120,right,rower,19,round1,P119P120,920251,922613,2362,,ROWER_1_,,ROWER_1_E_E_E_E,,,,ROWER_1_E_E_E_E_4/4,,ROWER_1_E_E_E_E,,ROWER_1_E,,,,,,,,,,ROWER_1_E,ROWER_1_E_E_E_E,ROWER_1_E_E_E_E_4/4,4,0,1,0,0,1,sit
61,P119_P120_Z-sit,P120,right,rower,19,round1,P119P120,922613,923376,763,,ROWER_1_,,ROWER_1_E_E_E_E,,,,ROWER_1_E_E_E_E_4/4,,ROWER_1_E_E_E_E,,ROWER_1_E,,,,,,,,,,ROWER_1_E,ROWER_1_E_E_E_E,ROWER_1_E_E_E_E_4/4,4,0,1,0,0,1,sit
61,P119_P120_Z-sit,P120,right,rower,19,round1,P119P120,923388,924613,1225,,ROWER_1_,,ROWER_1_E_E_E_E,,,,ROWER_1_E_E_E_E_4/4,,ROWER_1_E_E_E_E,,ROWER_1_E,,,,,,,,,,ROWER_1_E,ROWER_1_E_E_E_E,ROWER_1_E_E_E_E_4/4,4,0,1,0,0,1,sit
61,P119_P120_Z-sit,P120,right,rower,19,round1,P119P120,924613,925463,850,,ROWER_1_,,ROWER_1_E_E_E_E,,,,ROWER_1_E_E_E_E_4/4,,ROWER_1_E_E_E_E,,ROWER_1_E,,,,,,,,,,ROWER_1_E,ROWER_1_E_E_E_E,ROWER_1_E_E_E_E_4/4,4,0,1,0,0,1,sit
67,P119_P120_Z-sit,P120,right,skakanka,25,round1,P119P120,1020035,1023464,3429,,SKAKANKA_1_,,SKAKANKA_1_E,,,,SKAKANKA_1_E_1/1,,SKAKANKA_1_E,,,,,,,,,,,,,SKAKANKA_1_E,SKAKANKA_1_E_1/1,1,0,1,0,0,1,sit
67,P119_P120_Z-sit,P120,right,skakanka,25,round1,P119P120,1020521,1022381,1860,,SKAKANKA_1_,,SKAKANKA_1_E,,,,SKAKANKA_1_E_1/1,,SKAKANKA_1_E,,SKAKANKA_1_E,,,,,,,,,,SKAKANKA_1_E,SKAKANKA_1_E,SKAKANKA_1_E_1/1,1,0,1,0,0,1,sit
76,P119_P120_Z-sit,P119,right,schody,0,round2,P119P120,85520,97600,12080,SCHODY_2_,,SCHODY_2_D_R_D,,,,SCHODY_2_D_R_D_2/3,,SCHODY_2_D_R_D,,,,,,,,,,,,,,SCHODY_2_D_R_D,SCHODY_2_D_R_D_2/3,3,0,0,1,1,0.666666666666667,sit
76,P119_P120_Z-sit,P119,right,schody,0,round2,P119P120,85825,90950,5125,SCHODY_2_,,SCHODY_2_D_R_D,,,,SCHODY_2_D_R_D_2/3,,SCHODY_2_D_R_D,,,,,,SCHODY_2_D,,,,SCHODY_2_D,,,,SCHODY_2_D_R_D,SCHODY_2_D_R_D_2/3,3,0,0,1,1,0.666666666666667,sit
76,P119_P120_Z-sit,P119,right,schody,0,round2,P119P120,90950,92900,1950,SCHODY_2_,,SCHODY_2_D_R_D,,,,SCHODY_2_D_R_D_2/3,,SCHODY_2_D_R_D,,,,,,,,SCHODY_2_R,,,,,,SCHODY_2_D_R_D,SCHODY_2_D_R_D_2/3,3,0,0,1,1,0.666666666666667,sit
76,P119_P120_Z-sit,P119,right,schody,0,round2,P119P120,92900,94900,2000,SCHODY_2_,,SCHODY_2_D_R_D,,,,SCHODY_2_D_R_D_2/3,,SCHODY_2_D_R_D,,,,,,SCHODY_2_D,,,,SCHODY_2_D,,,,SCHODY_2_D_R_D,SCHODY_2_D_R_D_2/3,3,0,0,1,1,0.666666666666667,sit
77,P119_P120_Z-sit,P120,right,laska,1,round2,P119P120,102100,108100,6000,,LASKA_2_,,LASKA_2_E_D_E,,,,LASKA_2_E_D_E_3/3,,LASKA_2_E_D_E,,,,,,,,,,,,,LASKA_2_E_D_E,LASKA_2_E_D_E_3/3,3,0,1,1,0,1,sit
77,P119_P120_Z-sit,P120,right,laska,1,round2,P119P120,102633,104217,1584,,LASKA_2_,,LASKA_2_E_D_E,,,,LASKA_2_E_D_E_3/3,,LASKA_2_E_D_E,,LASKA_2_E,,,,,,,,,,LASKA_2_E,LASKA_2_E_D_E,LASKA_2_E_D_E_3/3,3,0,1,1,0,1,sit
77,P119_P120_Z-sit,P120,right,laska,1,round2,P119P120,104217,105383,1166,,LASKA_2_,,LASKA_2_E_D_E,,,,LASKA_2_E_D_E_3/3,,LASKA_2_E_D_E,,,,,,LASKA_2_D,,,,,,LASKA_2_D,LASKA_2_E_D_E,LASKA_2_E_D_E_3/3,3,0,1,1,0,1,sit
77,P119_P120_Z-sit,P120,right,laska,1,round2,P119P120,105400,106333,933,,LASKA_2_,,LASKA_2_E_D_E,,,,LASKA_2_E_D_E_3/3,,LASKA_2_E_D_E,,LASKA_2_E,,,,,,,,,,LASKA_2_E,LASKA_2_E_D_E,LASKA_2_E_D_E_3/3,3,0,1,1,0,1,sit
83,P119_P120_Z-sit,P120,right,rower,7,round2,P119P120,171100,176780,5680,,ROWER_2_,,ROWER_2_E_E_E,,,,ROWER_2_E_E_E_3/3,,ROWER_2_E_E_E,,,,,,,,,,,,,ROWER_2_E_E_E,ROWER_2_E_E_E_3/3,3,0,1,0,0,1,sit
83,P119_P120_Z-sit,P120,right,rower,7,round2,P119P120,171717,173117,1400,,ROWER_2_,,ROWER_2_E_E_E,,,,ROWER_2_E_E_E_3/3,,ROWER_2_E_E_E,,ROWER_2_E,,,,,,,,,,ROWER_2_E,ROWER_2_E_E_E,ROWER_2_E_E_E_3/3,3,0,1,0,0,1,sit
83,P119_P120_Z-sit,P120,right,rower,7,round2,P119P120,173133,173950,817,,ROWER_2_,,ROWER_2_E_E_E,,,,ROWER_2_E_E_E_3/3,,ROWER_2_E_E_E,,ROWER_2_E,,,,,,,,,,ROWER_2_E,ROWER_2_E_E_E,ROWER_2_E_E_E_3/3,3,0,1,0,0,1,sit
83,P119_P120_Z-sit,P120,right,rower,7,round2,P119P120,173950,175483,1533,,ROWER_2_,,ROWER_2_E_E_E,,,,ROWER_2_E_E_E_3/3,,ROWER_2_E_E_E,,ROWER_2_E,,,,,,,,,,ROWER_2_E,ROWER_2_E_E_E,ROWER_2_E_E_E_3/3,3,0,1,0,0,1,sit
85,P119_P120_Z-sit,P120,right,butelka,9,round2,P119P120,201300,208180,6880,,BUTELKA_2_,,BUTELKA_2_E_E_D_E,,,,BUTELKA_2_E_E_D_E_3/4,,BUTELKA_2_E_E_D_E,,,,,,,,,,,,,BUTELKA_2_E_E_D_E,BUTELKA_2_E_E_D_E_3/4,4,0,1,1,0,0.75,sit
85,P119_P120_Z-sit,P120,right,butelka,9,round2,P119P120,201933,202583,650,,BUTELKA_2_,,BUTELKA_2_E_E_D_E,,,,BUTELKA_2_E_E_D_E_3/4,,BUTELKA_2_E_E_D_E,,BUTELKA_2_E,,,,,,,,,,BUTELKA_2_E,BUTELKA_2_E_E_D_E,BUTELKA_2_E_E_D_E_3/4,4,0,1,1,0,0.75,sit
85,P119_P120_Z-sit,P120,right,butelka,9,round2,P119P120,202583,203850,1267,,BUTELKA_2_,,BUTELKA_2_E_E_D_E,,,,BUTELKA_2_E_E_D_E_3/4,,BUTELKA_2_E_E_D_E,,BUTELKA_2_E,,,,,,,,,,,BUTELKA_2_E_E_D_E,BUTELKA_2_E_E_D_E_3/4,4,0,1,1,0,0.75,sit
85,P119_P120_Z-sit,P120,right,butelka,9,round2,P119P120,202583,203833,1250,,BUTELKA_2_,,BUTELKA_2_E_E_D_E,,,,BUTELKA_2_E_E_D_E_3/4,,BUTELKA_2_E_E_D_E,,BUTELKA_2_E,,,,,,,,,,BUTELKA_2_E,BUTELKA_2_E_E_D_E,BUTELKA_2_E_E_D_E_3/4,4,0,1,1,0,0.75,sit
85,P119_P120_Z-sit,P120,right,butelka,9,round2,P119P120,203833,205550,1717,,BUTELKA_2_,,BUTELKA_2_E_E_D_E,,,,BUTELKA_2_E_E_D_E_3/4,,BUTELKA_2_E_E_D_E,,,,,,BUTELKA_2_D,,,,,,,BUTELKA_2_E_E_D_E,BUTELKA_2_E_E_D_E_3/4,4,0,1,1,0,0.75,sit
85,P119_P120_Z-sit,P120,right,butelka,9,round2,P119P120,203867,204183,316,,BUTELKA_2_,,BUTELKA_2_E_E_D_E,,BUTELKA_2_MS,,BUTELKA_2_E_E_D_E_3/4,,BUTELKA_2_E_E_D_E,,,,,,BUTELKA_2_D,,,,,,,BUTELKA_2_E_E_D_E,BUTELKA_2_E_E_D_E_3/4,4,0,1,1,0,0.75,sit
85,P119_P120_Z-sit,P120,right,butelka,9,round2,P119P120,205550,206700,1150,,BUTELKA_2_,,BUTELKA_2_E_E_D_E,,,,BUTELKA_2_E_E_D_E_3/4,,BUTELKA_2_E_E_D_E,,BUTELKA_2_E,,,,,,,,,,BUTELKA_2_E,BUTELKA_2_E_E_D_E,BUTELKA_2_E_E_D_E_3/4,4,0,1,1,0,0.75,sit
86,P119_P120_Z-sit,P119,right,luneta,10,round2,P119P120,212360,216760,4400,LUNETA_2_,,LUNETA_2_E_M,,,,LUNETA_2_E_M_1/2,,LUNETA_2_E_M,,,,,,,,,,,,,,LUNETA_2_E_M,LUNETA_2_E_M_1/2,2,1,1,0,0,0.5,sit
86,P119_P120_Z-sit,P119,right,luneta,10,round2,P119P120,212829,215629,2800,LUNETA_2_,,LUNETA_2_E_M,,,,LUNETA_2_E_M_1/2,,LUNETA_2_E_M,,LUNETA_2_E,,LUNETA_2_M,,,,,,LUNETA_2_E,,,,LUNETA_2_E_M,LUNETA_2_E_M_1/2,2,1,1,0,0,0.5,sit
94,P119_P120_Z-sit,P119,right,patelnia,18,round2,P119P120,300540,305980,5440,PATELNIA_2_,,PATELNIA_2_E_D,,,,PATELNIA_2_E_D_2/2,,PATELNIA_2_E_D,,,,,,,,,,,,,,PATELNIA_2_E_D,PATELNIA_2_E_D_2/2,2,0,1,1,0,1,sit
94,P119_P120_Z-sit,P119,right,patelnia,18,round2,P119P120,300871,302314,1443,PATELNIA_2_,,PATELNIA_2_E_D,,,,PATELNIA_2_E_D_2/2,,PATELNIA_2_E_D,,PATELNIA_2_E,,,,,,,,PATELNIA_2_E,,,,PATELNIA_2_E_D,PATELNIA_2_E_D_2/2,2,0,1,1,0,1,sit
94,P119_P120_Z-sit,P119,right,patelnia,18,round2,P119P120,302329,303071,742,PATELNIA_2_,,PATELNIA_2_E_D,,PATELNIA_2_MIO,,PATELNIA_2_E_D_2/2,,PATELNIA_2_E_D,,,,,,,,,,,,,,PATELNIA_2_E_D,PATELNIA_2_E_D_2/2,2,0,1,1,0,1,sit
94,P119_P120_Z-sit,P119,right,patelnia,18,round2,P119P120,303057,304371,1314,PATELNIA_2_,,PATELNIA_2_E_D,,,,PATELNIA_2_E_D_2/2,,PATELNIA_2_E_D,,,,,,PATELNIA_2_D,,,,PATELNIA_2_D,,,,PATELNIA_2_E_D,PATELNIA_2_E_D_2/2,2,0,1,1,0,1,sit
97,P119_P120_Z-sit,P120,right,skakanka,21,round2,P119P120,331280,340000,8720,,SKAKANKA_2_,,SKAKANKA_2_D_E,,,,SKAKANKA_2_D_E_2/2,,SKAKANKA_2_D_E,,,,,,,,,,,,,SKAKANKA_2_D_E,SKAKANKA_2_D_E_2/2,2,0,1,1,0,1,sit
97,P119_P120_Z-sit,P120,right,skakanka,21,round2,P119P120,332000,333833,1833,,SKAKANKA_2_,,SKAKANKA_2_D_E,,,,SKAKANKA_2_D_E_2/2,,SKAKANKA_2_D_E,,,,,,SKAKANKA_2_D,,,,,,SKAKANKA_2_D,SKAKANKA_2_D_E,SKAKANKA_2_D_E_2/2,2,0,1,1,0,1,sit
97,P119_P120_Z-sit,P120,right,skakanka,21,round2,P119P120,333850,336533,2683,,SKAKANKA_2_,,SKAKANKA_2_D_E,,,,SKAKANKA_2_D_E_2/2,,SKAKANKA_2_D_E,,SKAKANKA_2_E,,,,,,,,,,SKAKANKA_2_E,SKAKANKA_2_D_E,SKAKANKA_2_D_E_2/2,2,0,1,1,0,1,sit
